site,treatment,farms_number,latitudes_for,longitude,line_of_site,day_deployed,month_deployed,year_deployed,time_deployed,day_retrieved,month_retrieved,year_retrieved,time_retrieved,species_code,sex,fish_length_carapace_width_mm,entered_by,checked_by,x20
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",5,7,2023,1899-12-30T07:41:00Z,20,7,2023,1899-12-30T09:03:00Z,CRFO,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",5,7,2023,1899-12-30T07:41:00Z,20,7,2023,1899-12-30T09:03:00Z,CRFO,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",5,7,2023,1899-12-30T07:41:00Z,20,7,2023,1899-12-30T09:03:00Z,CRFO,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_13,42.323461,-71.044938,"0 degrees to lightpole, 45 degrees to end of pier, 50 degrees to first trap, 90 degrees to bathhouse chimney",5,7,2023,1899-12-30T07:30:00Z,20,7,2023,1899-12-30T08:45:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_13,42.323461,-71.044938,"0 degrees to lightpole, 45 degrees to end of pier, 50 degrees to first trap, 90 degrees to bathhouse chimney",5,7,2023,1899-12-30T07:30:00Z,20,7,2023,1899-12-30T08:45:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_13,42.323461,-71.044938,"0 degrees to lightpole, 45 degrees to end of pier, 50 degrees to first trap, 90 degrees to bathhouse chimney",5,7,2023,1899-12-30T07:30:00Z,20,7,2023,1899-12-30T08:45:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_13,42.323461,-71.044938,"0 degrees to lightpole, 45 degrees to end of pier, 50 degrees to first trap, 90 degrees to bathhouse chimney",5,7,2023,1899-12-30T07:30:00Z,20,7,2023,1899-12-30T08:45:00Z,FPEN,NA,44,LD,AJ,NA
Bayside,Berm,FARMS_13,42.323461,-71.044938,"0 degrees to lightpole, 45 degrees to end of pier, 50 degrees to first trap, 90 degrees to bathhouse chimney",5,7,2023,1899-12-30T07:30:00Z,20,7,2023,1899-12-30T08:45:00Z,FPEN,E,48,LD,AJ,NA
Bayside,Berm,FARMS_13,42.323461,-71.044938,"0 degrees to lightpole, 45 degrees to end of pier, 50 degrees to first trap, 90 degrees to bathhouse chimney",5,7,2023,1899-12-30T07:30:00Z,20,7,2023,1899-12-30T08:45:00Z,FPEN,E,44,LD,AJ,NA
Bayside,Berm,FARMS_13,42.323461,-71.044938,"0 degrees to lightpole, 45 degrees to end of pier, 50 degrees to first trap, 90 degrees to bathhouse chimney",5,7,2023,1899-12-30T07:30:00Z,20,7,2023,1899-12-30T08:45:00Z,FPEN,NA,41,LD,AJ,NA
Bayside,Berm,FARMS_13,42.323461,-71.044938,"0 degrees to lightpole, 45 degrees to end of pier, 50 degrees to first trap, 90 degrees to bathhouse chimney",5,7,2023,1899-12-30T07:30:00Z,20,7,2023,1899-12-30T08:45:00Z,FPEN,E,47,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LILI,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,PALO,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,CAMA,F,48,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,CAMA,NA,29,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,CAMA,M,17,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,CAMA,M,14,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,CAMA,M,12,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,FPEN,E,51,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,FPEN,NA,65,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,FPEN,NA,48,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,FPEN,E,48,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,FPEN,NA,35,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,MYAE,NA,48,LD,AJ,NA
Bayside,Berm,FARMS_14,42.32345,-71.04511,"0 degrees to telephone pole, bathhouse chimney",5,7,2023,1899-12-30T07:23:00Z,20,7,2023,1899-12-30T08:27:00Z,LESP,NA,NA,LD,AJ,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,CAMA,M,70,LD,AJ,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,CAMA,M,56,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,CAMA,M,70,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,M,26,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,F,21,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,F,22,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,M,22,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,M,20,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,M,27,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,NA,11,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,NA,8,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,110,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,110,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,80,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,70,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,80,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,60,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
