site,treatment,quadrat,height,latitude,longitude,day,month,year,slope,aspect,substrate,relief,observer,species_code,square,measurement,measurement_type,entered_by,checked_by,season
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,SEBA,20,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UBBL,24,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,1,1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,2,1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,3,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,4,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,6,1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,7,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,11,1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,16,2,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,17,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,High,42.323225,71.045164,6,6,2024,6,40,Cobble,Low,CRM,UGTH,24,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,ANSP,3,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,BOVI,19,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRFO,3,6,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRFO,6,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRFO,7,5,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRFO,18,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRFO,19,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRFO,20,5,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRFO,21,3,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRFO,24,3,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CHCR,5,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CHCR,19,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CHCR,20,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CHCR,24,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRPL,5,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRPL,8,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRPL,13,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRPL,18,3,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRPL,20,5,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,CRPL,21,2,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,1,4,Count,Colette Carter,NA,summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,2,3,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,3,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,5,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,6,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,7,4,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,8,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,11,2,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,12,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,15,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,16,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,17,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,19,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,23,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,LILI,24,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,MYED,8,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,MYED,18,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,MYED,21,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,PALO,2,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,PALO,3,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,PALO,6,2,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,PALO,7,2,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,PALO,8,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,PALO,14,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,PALO,16,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,PALO,17,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,PALO,18,1,Count,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,5,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,6,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,7,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,9,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,11,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,12,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,13,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,18,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,20,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,23,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SCLO,24,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,2,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,3,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,4,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,5,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,6,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,7,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,8,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,9,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,11,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,12,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,13,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,14,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,16,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,19,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,21,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,22,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,23,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,24,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,SEBA,25,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,UBBL,3,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,UBBL,4,1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,UFAC,2,0.1,Percent Cover,Colette Carter,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,UFAC,6,0.1,Percent Cover,IKC,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,UFAC,7,0.1,Percent Cover,IKC,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,UFAC,12,1,Percent Cover,IKC,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,UFAC,13,1,Percent Cover,IKC,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,UFAC,21,1,Percent Cover,IKC,"CTC, IKC",summer_24
Bayside,Berm,1,Low,42.323287,71.045119,6,6,2024,3,43,Gravel,Low,CRM,UFAC,23,1,Percent Cover,IKC,"CTC, IKC",summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,4,1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,5,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,6,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,9,2,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,11,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,13,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,14,1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,16,2,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,18,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,FUSP,23,1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,2,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,4,2,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,8,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,9,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,10,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,11,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,12,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,13,4,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,14,4,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,15,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,16,2,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,17,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,18,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,19,2,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,20,3,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,21,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,LILI,22,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,MYED,1,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,MYED,4,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,MYED,10,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,MYED,25,1,Count,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,1,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,11,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,12,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,13,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,14,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,15,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,17,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,19,1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,20,1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,24,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,SEBA,25,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,UBBL,2,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,UBBL,6,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
Bayside,Berm,1,Mid,42.32329,71.0452166,6,6,2024,9,40,Gravel,Low,CRM,UGTH,4,0.1,Percent Cover,Colette Carter,CTC BJM,summer_24
